name,state,category,rating,,,,,,,,,,Weighted_Average
Chhatar Manzil,Uttar Pradesh,Heritage building,4.2,,,,,,,,,,4.5
Shaheed Smarak,Uttar Pradesh,Monument,4.4,,,,,,,,,,4.5
Suraj Kund Park,Uttar Pradesh,Park,4.1,,,,,,,,,,4.29
"Pahari Mandir, Ranchi",Jharkhand,Hindu temple,4.6,,,,,,,,,,4.63
Oxygen Park,Jharkhand,Park,4.3,,,,,,,,,,4.28
Jagannath Mandir,Jharkhand,Hindu temple,4.7,,,,,,,,,,4.63
"Biodiversity Park - Ranchi District, Jharkhand, India",Jharkhand,Park,4.3,,,,,,,,,,4.28
Shahid Sankalp Children Park,Jharkhand,Park,4.2,,,,,,,,,,4.28
Kanke Dam Park,Jharkhand,Park,4.2,,,,,,,,,,4.28
Dhurwa Dam Park,Jharkhand,Park,4.2,,,,,,,,,,4.28
State Museum,Jharkhand,Heritage museum,4.3,,,,,,,,,,4.23
"Gompa Buddhist Temple - Itanagar, Arunachal Pradesh, India",Arunachal Pradesh,Buddhist temple,4.4,,,,,,,,,,4.59
State Museum,Arunachal Pradesh,Museum,4.2,,,,,,,,,,4.2
Eco Park,West Bengal,Park,4.5,,,,,,,,,,4.43
Victoria Memorial,West Bengal,Museum,4.6,,,,,,,,,,4.54
Indian Museum,West Bengal,Museum,4.5,,,,,,,,,,4.54
"Millennium Park, Kolkata",West Bengal,Park,4.1,,,,,,,,,,4.43
Nakhoda Masjid,West Bengal,Mosque,4.6,,,,,,,,,,4.55
Sri Jagannath Temple - Khidirpur,West Bengal,Hindu temple,4.7,,,,,,,,,,4.55
St. John's Church,West Bengal,Church,4.6,,,,,,,,,,4.55
Kolkata Police Museum,West Bengal,Museum,4.6,,,,,,,,,,4.54
Rabindra Sarobar Lake,West Bengal,Park,4.5,,,,,,,,,,4.43
James Prinsep Monument,West Bengal,Historical landmark,4.5,,,,,,,,,,4.54
St. Paul Cathedral Church,West Bengal,Church,4.6,,,,,,,,,,4.55
Birla Mandir,West Bengal,Hindu temple,4.6,,,,,,,,,,4.55
Elliot Park,West Bengal,Park,4.3,,,,,,,,,,4.43
"Fort William, India",West Bengal,Fortress,4.6,,,,,,,,,,4.54
Jorasanko Thakurbari,West Bengal,Museum,4.6,,,,,,,,,,4.54
"Central Park, Salt Lake, Kolkata",West Bengal,Park,4.3,,,,,,,,,,4.43
Tala Jheel Park Kolkata,West Bengal,Park,4.3,,,,,,,,,,4.43
Lions Safari Park,West Bengal,Park,4.6,,,,,,,,,,4.43
Mohar Kunja,West Bengal,Park,4.4,,,,,,,,,,4.43
Shaheed Minar,West Bengal,Historical landmark,4.4,,,,,,,,,,4.54
Metcalfe Hall,West Bengal,Museum,4.6,,,,,,,,,,4.54
Shiv Mandir Sarbajanin Durgapuja,West Bengal,Historical place museum,4.5,,,,,,,,,,4.54
Smaranika Tram Museum,West Bengal,Museum,4.4,,,,,,,,,,4.54
Nipponzan Myohoji Buddhist Temple,West Bengal,Buddhist temple,4.6,,,,,,,,,,4.55
Nature Study Park,West Bengal,Park,4.2,,,,,,,,,,4.43
Victoria Square,West Bengal,Park,4.4,,,,,,,,,,4.43
Citizen's Park,West Bengal,Park,4.4,,,,,,,,,,4.43
Jorasanko Rajbati,West Bengal,Historical landmark,4.3,,,,,,,,,,4.54
Minmangal Ghat,West Bengal,Historical landmark,4.3,,,,,,,,,,4.54
Maulana Azad Museum,West Bengal,Museum,4.5,,,,,,,,,,4.54
leniner muurti,West Bengal,Historical landmark,4.1,,,,,,,,,,4.54
DHEU SAGAR,West Bengal,Park,4.3,,,,,,,,,,4.43
Boating point at Amarabati Park,West Bengal,Park,4.2,,,,,,,,,,4.43
Varkala International Beach,Kerala,Beach pavillion,4.5,,,,,,,,,,4.43
Varkala Beachside Cliff,Kerala,Public beach,4.6,,,,,,,,,,4.43
Sri Janardanaswamy Temple,Kerala,Hindu temple,4.7,,,,,,,,,,4.72
Kappil Beach,Kerala,Beach,4.5,,,,,,,,,,4.43
The Black Sand Beach Varkala,Kerala,Public beach,4.5,,,,,,,,,,4.43
Arivalam Beach Park Varkala,Kerala,Park,4.2,,,,,,,,,,4.43
Papanasam Beach,Kerala,Public beach,4.4,,,,,,,,,,4.43
Varkala Bali Mandapam,Kerala,Hindu temple,4.5,,,,,,,,,,4.72
Aaliyirakkam Beach,Kerala,Beach pavillion,4.2,,,,,,,,,,4.43
Bengal Safari,West Bengal,Wildlife and safari park,4.2,,,,,,,,,,4.43
ISKCON Siliguri,West Bengal,Hindu temple,4.5,,,,,,,,,,4.55
SALUGARA MONASTERY,West Bengal,Buddhist temple,4.4,,,,,,,,,,4.55
Sevokeshwari Kali Temple,West Bengal,Hindu temple,4.6,,,,,,,,,,4.55
Sepoy Dhura Tea Garden,West Bengal,Garden,4.1,,,,,,,,,,4.43
Lokenath Mandir,West Bengal,Hindu temple,4.5,,,,,,,,,,4.55
Sevoke Forest,West Bengal,National forest,4.6,,,,,,,,,,4.43
Lokenath Baba Mandir,West Bengal,Hindu temple,4.5,,,,,,,,,,4.55
